feature,gain,split
REFUSED_AMT_CREDIT_MAX,4479.549501276017,203.3
REFUSED_APPLICATION_CREDIT_RATIO_MEAN,4452.529642772674,210.3
PREV_HOUR_APPR_PROCESS_START_MAX,4437.620591545105,218.2
INS_12M_LIMIT_USE_MEAN,4420.713190937042,130.8
PREV_LAST12M_SIMPLE_INTERESTS_MEAN,4405.922545051575,231.6
BUREAU_STATUS_C_MEAN,4405.295029401779,228.6
PREV_LAST12M_APPLICATION_CREDIT_RATIO_MEAN,4397.695058202744,210.3
APPROVED_APPLICATION_CREDIT_RATIO_MIN,4394.480009651184,214.5
APPROVED_DAYS_LAST_DUE_MEAN,4390.228416109085,206.2
PREV_ACTIVE_AMT_APPLICATION_MAX,4389.034385204315,221.4
APPROVED_DAYS_DECISION_MIN,4364.47774887085,199.6
BUREAU_CREDIT_TYPE_Credit_card_MEAN,4360.074504470826,225.7
PREV_NAME_YIELD_GROUP_middle_MEAN,4355.394807767868,228.3
APPROVED_CREDIT_TO_ANNUITY_RATIO_MAX,4349.152693891525,210.4
REFUSED_CNT_PAYMENT_MEAN,4294.192226076126,182.4
REFUSED_AMT_APPLICATION_MAX,4274.993757486343,198.8
BUREAU_MICROLOAN_DAYS_CREDIT_MEAN,4266.694044780731,112.2
INS_DPD_MEAN,4238.079789972306,200.9
BUREAU_MONTHS_BALANCE_MEAN_VAR,4230.549036741257,227.5
PREV_LAST12M_AMT_ANNUITY_MAX,4218.785563564301,218.4
PREV_CHANNEL_TYPE_Country_wide_MEAN,4217.744219350815,211.3
BUREAU_LL_AMT_CREDIT_SUM_OVERDUE_MEAN,4217.203415584564,233.2
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,4214.8158542633055,219.0
REFUSED_APPLICATION_CREDIT_DIFF_MIN,4187.791319036483,185.1
BUREAU_CREDIT_TYPE_Consumer_credit_MEAN,4162.978429508209,214.6
BUREAU_LAST12M_AMT_CREDIT_MAX_OVERDUE_MEAN,4158.849184322357,165.1
REFUSED_APPLICATION_CREDIT_DIFF_MEAN,4150.328910589218,183.7
BUREAU_STATUS_X_MEAN,4134.658259344101,233.5
INS_AMT_PAYMENT_MAX,4092.169089746475,190.2
PREV_LAST12M_APPLICATION_CREDIT_DIFF_MIN,4085.8050717830656,208.4
PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,4066.7635592460633,145.6
BUREAU_CLOSED_STATUS_12345_MEAN,4057.2720328330993,197.7
BUREAU_MONTHS_BALANCE_SIZE_SUM,4045.249037504196,218.2
PREV_Cash_APPLICATION_CREDIT_RATIO_MAX,4026.0470435619354,197.9
PREV_ACTIVE_AMT_PAYMENT_SUM,3998.153046655655,203.0
FLOORSMAX_AVG,3998.087892341614,173.3
BUREAU_MONTHS_BALANCE_MEAN_MEAN,3997.5346460819246,203.4
BUREAU_LAST6M_AMT_CREDIT_SUM_DEBT_SUM,3992.2967861652373,205.0
BUREAU_AMT_ANNUITY_MEAN,3895.720920419693,212.9
PREV_NAME_YIELD_GROUP_XNA_MEAN,3875.3876599788664,194.0
PREV_LAST12M_APPLICATION_CREDIT_RATIO_MAX,3862.2503707408905,210.2
INS_SIGNIFICANT_LATE_PAYMENT_MEAN,3861.059817790985,181.8
POS_SK_DPD_DEF_MAX,3843.8548806190493,156.8
BUREAU_MICROLOAN_DAYS_CREDIT_MAX,3841.3596678733825,109.0
PREV_ACTIVE_INSTALMENT_PAYMENT_DIFF_MEAN,3815.1732113838198,176.3
PREV_NAME_CLIENT_TYPE_New_MEAN,3707.1556701660156,168.8
PREV_NAME_YIELD_GROUP_low_normal_MEAN,3695.3378061294557,188.6
INS_60M_AMT_PAYMENT_MAX,3695.102503204346,173.8
PREV_NAME_YIELD_GROUP_high_MEAN,3693.3884125709533,182.6
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,3677.1936925888062,193.4
BUREAU_ACTIVE_MONTHS_BALANCE_MEAN_MEAN,3665.5865423202513,199.1
LAST_LOAN_PAID_OVER_AMOUNT_std,3656.3095101356507,186.8
PREV_NAME_YIELD_GROUP_low_action_MEAN,3651.461509370804,159.6
REFUSED_CNT_PAYMENT_MAX,3646.6771718502046,118.7
BUREAU_ACTIVE_MONTHS_BALANCE_MEAN_VAR,3631.2981852054595,207.8
APPROVED_DAYS_LAST_DUE_1ST_VERSION_MAX,3628.009486961365,158.8
DOCUMENT_COUNT,3608.7035640239715,154.4
REFUSED_AMT_APPLICATION_MEAN,3577.4490191459654,179.7
REG_CITY_NOT_LIVE_CITY,3540.7298357963564,145.1
PREV_NAME_TYPE_SUITE_Family_MEAN,3522.3822063446046,181.8
PREV_ACTIVE_CNT_PAYMENT_SUM,3506.781730747223,150.3
INS_DPD_VAR,3503.054248666763,168.3
PREV_CNT_PAYMENT_MAX,3495.424546909332,107.3
LAST_LOAN_PAID_OVER_AMOUNT_min,3472.310200595856,166.6
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,3439.3963474750517,187.6
PREV_ACTIVE_INSTALMENT_PAYMENT_DIFF_MAX,3431.3825368881226,155.9
APPROVED_HOUR_APPR_PROCESS_START_MIN,3408.8247992038728,172.9
BUREAU_MICROLOAN_AMT_CREDIT_SUM_MEAN,3380.325640773773,90.5
PREV_CHANNEL_TYPE_AP_Cash_loan__MEAN,3364.9743205070495,164.9
CC_PAYMENT_DIV_MIN_MEAN,3338.0196969032286,164.4
POS_SK_ID_PREV_NUNIQUE,3318.891031217575,98.4
BUREAU_LAST6M_AMT_CREDIT_SUM_DEBT_MEAN,3300.7011675834656,181.0
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,3278.856619644165,188.4
POS_NAME_CONTRACT_STATUS_Signed_MEAN,3260.8274022102355,170.8
BUREAU_MORTGAGE_AMT_CREDIT_SUM_MAX,3247.095804643631,138.8
PREV_HOUR_APPR_PROCESS_START_MIN,3103.499928712845,158.0
INS_36M_DPD_MAX,3073.9764323711397,140.6
BUREAU_MORTGAGE_AMT_CREDIT_SUM_MEAN,3068.783214521408,127.0
WEEKDAY_APPR_PROCESS_START,3065.228267478943,171.5
ENTRANCES_MEDI,3061.509623336792,159.8
INS_PAYMENT_RATIO_MEAN,3026.9327457904815,142.1
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,3016.045857286453,157.1
AMT_REQ_CREDIT_BUREAU_QRT,2998.8360771656035,158.0
BUREAU_ACTIVE_MONTHS_BALANCE_SIZE_SUM,2974.0567333698273,155.3
BUREAU_MICROLOAN_AMT_CREDIT_SUM_MAX,2974.02965221405,73.1
OCCUPATION_TYPE,2973.8918607711794,163.7
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,2973.670956945419,154.7
BUREAU_LAST12M_AMT_CREDIT_SUM_OVERDUE_MEAN,2964.429223203659,121.6
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,2949.848273706436,126.8
PREV_CHANNEL_TYPE_Stone_MEAN,2929.9677678585053,156.8
CC_PAYMENT_DIV_MIN_MIN,2905.282629585266,171.8
PREV_PRODUCT_COMBINATION_Cash_X_Sell_middle_MEAN,2891.265342903137,154.1
BUREAU_LAST12M_STATUS_0_MEAN,2875.7498939037323,160.3
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,2872.868482303619,144.1
LAST_LOAN_PAID_OVER_AMOUNT_sum,2869.807563257217,153.5
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,2816.668938779831,168.8
LAST_LOAN_PAID_OVER_count,2789.5006454467775,140.9
BUREAU_STATUS_1_MEAN,2736.179378795624,137.7
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,2707.1032225608824,136.7
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,2687.001588726044,136.3
BUREAU_STATUS_12345_MEAN,2684.0683401584624,127.3
LATE_PAYMENT_SUM,2680.184856367111,135.2
PREV_ACTIVE_CNT_PAYMENT_MEAN,2658.443620967865,121.5
BUREAU_CREDIT_AMT_CREDIT_MAX_OVERDUE_MEAN,2632.818664741516,145.4
BUREAU_MICROLOAN_AMT_CREDIT_SUM_DEBT_MEAN,2631.544149684906,85.3
BUREAU_CREDIT_AMT_CREDIT_MAX_OVERDUE_MAX,2593.774271631241,140.4
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,2589.8893620967865,133.7
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,2586.294625425339,132.5
APPROVED_DAYS_LAST_DUE_MAX,2551.798697090149,123.7
APPROVED_CNT_PAYMENT_MAX,2540.0334510803223,96.3
CC_MONTHS_BALANCE_MIN,2530.15597615242,129.1
REGION_RATING_CLIENT,2513.4475646972655,91.3
INS_DPD_MAX,2495.7276701927185,132.4
POS_SK_DPD_DEF_SUM,2493.0143564224245,112.2
PREV_NAME_PRODUCT_TYPE_x_sell_MEAN,2492.587354135513,125.9
PREV_LAST24M_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,2481.0217067718504,114.7
POS_LATE_PAYMENT_MEAN,2474.7107523441314,128.4
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,2454.0806263446807,139.4
REFUSED_NAME_CONTRACT_TYPE_Cash_loans_MEAN,2436.8523480415342,97.6
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,2409.2794569015505,124.8
INS_60M_PAYMENT_RATIO_MEAN,2352.531503677368,111.6
INS_24M_LIMIT_USE_MAX,2330.4654508113863,82.1
BUREAU_CONSUMER_DEBT_PERCENTAGE_MEAN,2313.5290764808656,128.9
PREV_LAST24M_NAME_CONTRACT_TYPE_Cash_loans_MEAN,2266.507910823822,111.1
INS_60M_DPD_MAX,2233.200263786316,110.4
REFUSED_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,2211.1852130889893,79.5
PREV_PRODUCT_COMBINATION_Cash_MEAN,2196.438139438629,118.2
FLOORSMAX_MEDI,2148.630633354187,94.4
INS_36M_PAYMENT_RATIO_MEAN,2142.2956253051757,105.0
BUREAU_MICROLOAN_DAYS_CREDIT_ENDDATE_MAX,2077.6103494644167,82.0
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,2056.2417084217072,106.8
PREV_LAST24M_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,2051.236753463745,97.4
CC_CNT_DRAWINGS_CURRENT_SUM,1994.0433089733124,101.1
POS_COMPLETED_BEFORE_MEAN,1968.6172865867616,104.8
BUREAU_AMT_CREDIT_SUM_OVERDUE_MAX,1964.8866945266723,62.5
INS_48M_CNT_DRAWINGS_ATM_CURRENT_MEAN,1949.0241302490235,44.7
CC_AMT_DRAWINGS_POS_CURRENT_SUM,1939.1629532337188,109.6
PREV_SK_ID_PREV_NUNIQUE,1925.093963241577,99.9
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,1923.3907698154449,97.2
CC_AMT_BALANCE_MAX,1917.772523546219,89.4
PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,1890.2083924293518,104.7
PREV_CHANNEL_TYPE_Regional_Local_MEAN,1868.3360399246217,106.3
BUREAU_MICROLOAN_AMT_CREDIT_SUM_DEBT_MAX,1867.564337825775,55.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_MEAN,1851.4987731933593,62.2
PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,1802.9650853157043,93.6
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,1801.0400224685668,97.4
FLOORSMAX_MODE,1796.2938777923584,86.4
CC_AMT_DRAWINGS_CURRENT_MAX,1792.0176830291748,90.5
POS_SK_DPD_MEAN,1774.114046573639,88.4
CC_AMT_INST_MIN_REGULARITY_MEAN,1772.7972151756287,89.8
POS_SK_DPD_VAR,1762.9499261856079,93.4
INS_DPD_15_MEAN,1761.1875933170318,86.6
POS_SK_DPD_SUM,1724.6737046718597,95.1
CC_AMT_TOTAL_RECEIVABLE_MEAN,1709.3829301834107,78.0
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,1678.5513523578643,86.2
BUREAU_CLOSED_AMT_CREDIT_SUM_DEBT_MAX,1664.2481216907502,86.5
INS_60M_DPD_15_MEAN,1649.8072235107422,78.6
INS_24M_LIMIT_USE_MEAN,1646.2160655975342,53.3
PREV_PRODUCT_COMBINATION_Cash_X_Sell_high_MEAN,1631.1675530910493,82.7
CC_AMT_DRAWINGS_POS_CURRENT_MAX,1621.898741531372,91.0
BUREAU_CREDIT_TYPE_Microloan_MEAN,1620.6326563835144,53.0
CC_AMT_INST_MIN_REGULARITY_MAX,1613.349613571167,76.1
BUREAU_CLOSED_AMT_CREDIT_SUM_DEBT_SUM,1607.1400814533233,86.0
PREV_CHANNEL_TYPE_Contact_center_MEAN,1592.5897409439087,92.1
BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,1590.172173500061,61.9
INS_12M_AMT_BALANCE_MEAN,1587.2165871620177,68.3
BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_MAX,1559.7499846458436,49.1
CC_AMT_DRAWINGS_CURRENT_SUM,1527.4718821525573,78.3
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,1522.0670569896697,83.2
BUREAU_CAR_DEBT_CREDIT_DIFF_MEAN,1515.7158309936524,86.4
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,1509.730874633789,78.8
POS_SK_DPD_MAX,1496.1421179771423,83.6
BUREAU_CAR_AMT_CREDIT_SUM_MAX,1490.6015338897705,89.5
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,1488.2860713005066,76.5
BUREAU_CAR_AMT_CREDIT_SUM_MEAN,1485.7118145942688,91.3
INS_36M_DPD_15_MEAN,1459.8081485271455,65.9
NAME_HOUSING_TYPE,1433.7818180084228,92.1
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,1415.3875024795532,76.3
WALLSMATERIAL_MODE,1412.7590738296508,79.6
PREV_LAST12M_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,1386.3062510967254,69.7
REFUSED_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,1384.9569162368775,67.4
FLAG_OWN_CAR,1366.300113105774,29.7
PREV_LAST12M_NAME_CONTRACT_TYPE_Cash_loans_MEAN,1364.9701791286468,69.9
INS_48M_LIMIT_USE_MAX,1354.3674201011659,50.6
BUREAU_MORTGAGE_DAYS_CREDIT_MAX,1354.067496585846,66.6
BUREAU_CREDIT_ACTIVE_Sold_MEAN,1350.7672966480254,73.2
PREV_PRODUCT_COMBINATION_Cash_Street_middle_MEAN,1343.5675040245055,72.3
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,1314.6596610069275,69.7
CC_AMT_TOTAL_RECEIVABLE_MAX,1312.5692604541778,62.2
BUREAU_MORTGAGE_DAYS_CREDIT_MEAN,1302.4084189414978,63.5
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,1300.0368441581727,82.7
CC_LATE_PAYMENT_SUM,1293.6568276882172,81.3
APPROVED_DAYS_FIRST_DRAWING_MEAN,1287.5073290348053,66.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_SUM,1267.8367078781127,39.0
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,1239.0097786426545,54.9
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,1234.4498025894165,71.7
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,1216.0464145183564,66.5
PREV_LAST12M_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,1196.2549534797668,59.7
APPROVED_SK_ID_PREV_NUNIQUE,1195.2552446365357,55.1
BUREAU_CREDIT_TYPE_Mortgage_MEAN,1194.725562477112,50.7
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,1185.7257353782654,68.8
BUREAU_MICROLOAN_DEBT_CREDIT_DIFF_MEAN,1137.5349343299865,36.2
PREV_NAME_TYPE_SUITE_Children_MEAN,1132.878632926941,63.4
INS_PAID_OVER_MEAN,1129.9671985626221,60.3
BUREAU_MORTGAGE_DAYS_CREDIT_ENDDATE_MAX,1123.7926086425782,63.9
PREV_PRODUCT_COMBINATION_Cash_Street_high_MEAN,1081.7683180809022,52.4
PREV_NAME_TYPE_SUITE_Other_B_MEAN,1048.6528845787047,59.5
NAME_TYPE_SUITE,1011.947376537323,57.9
INS_SK_ID_PREV_NUNIQUE,994.8046100616455,44.2
BUREAU_CAR_DAYS_CREDIT_ENDDATE_MAX,989.839866733551,58.9
PREV_ACTIVE_AMT_DOWN_PAYMENT_MAX,985.2858402252198,53.7
LAST_LOAN_PAID_OVER_mean,980.9305684089661,54.2
CC_SK_DPD_SUM,942.4797965526581,62.2
BUREAU_LAST6M_AMT_CREDIT_MAX_OVERDUE_MAX,907.4702246665954,47.0
INS_48M_LIMIT_USE_MEAN,904.5549793243408,26.5
BUREAU_LAST6M_AMT_CREDIT_MAX_OVERDUE_MEAN,878.0977240562439,45.7
BUREAU_MORTGAGE_DEBT_CREDIT_DIFF_MEAN,872.024070596695,50.8
BUREAU_CAR_DAYS_CREDIT_MEAN,840.2839057922363,49.0
PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,839.8740087509156,50.1
PREV_NAME_TYPE_SUITE_Other_A_MEAN,781.720478439331,44.0
BUREAU_LAST6M_STATUS_0_MEAN,781.3238161087036,44.9
BUREAU_MICROLOAN_DEBT_PERCENTAGE_MEAN,778.2568203449249,34.8
BUREAU_CAR_DEBT_PERCENTAGE_MEAN,774.129506111145,42.6
CC_SK_DPD_MEAN,732.8013455390931,41.7
BUREAU_CAR_AMT_CREDIT_SUM_DEBT_MEAN,731.5123480319977,41.0
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,725.5980241298676,51.2
INS_12M_AMT_BALANCE_MAX,708.8780805587769,34.3
BUREAU_CAR_DAYS_CREDIT_MAX,699.1308537483216,40.8
PREV_ACTIVE_AMT_DOWN_PAYMENT_MEAN,687.111660194397,39.2
INS_24M_AMT_BALANCE_MEAN,671.8482675552368,30.0
LAST_LOAN_PAID_OVER_AMOUNT_max,618.2642868995666,35.0
BUREAU_CAR_AMT_CREDIT_SUM_DEBT_MAX,606.7553082466126,35.8
BUREAU_CREDIT_TYPE_Car_loan_MEAN,603.4359147548676,38.4
BUREAU_MORTGAGE_AMT_CREDIT_SUM_DEBT_MAX,581.6099499702453,30.2
FLAG_DOCUMENT_8,562.7007996082306,35.8
INS_12M_SK_DPD_SUM,520.7850051403045,34.2
BUREAU_MORTGAGE_AMT_CREDIT_SUM_DEBT_MEAN,518.8874529361725,27.3
BUREAU_LAST12M_STATUS_12345_MEAN,510.094631767273,28.3
PREV_ACTIVE_SK_ID_PREV_NUNIQUE,482.870534324646,24.2
NAME_CONTRACT_TYPE,482.16405420303346,18.4
POS_NAME_CONTRACT_STATUS_Approved_MEAN,469.18322496414186,27.5
BUREAU_MORTGAGE_DEBT_PERCENTAGE_MEAN,409.90861320495605,26.5
INS_48M_AMT_BALANCE_MEAN,379.9417129516602,16.2
LIVE_CITY_NOT_WORK_CITY,372.3521312713623,23.0
BUREAU_CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,332.5015073299408,24.0
INS_24M_AMT_BALANCE_MAX,302.61912603378295,13.9
FLAG_DOCUMENT_18,299.2558901309967,17.8
CC_SK_DPD_DEF_SUM,280.79620628356935,16.6
CC_SK_DPD_MAX,273.34145975112915,16.4
INS_24M_SK_DPD_SUM,228.86271715164185,15.2
AMT_REQ_CREDIT_BUREAU_WEEK,193.0674098968506,11.6
BUREAU_CAR_AMT_CREDIT_MAX_OVERDUE_MEAN,184.45780625343323,12.3
INS_48M_AMT_BALANCE_MAX,177.27408056259156,7.8
CC_SK_DPD_DEF_MAX,157.17995071411133,9.2
BUREAU_CAR_AMT_CREDIT_MAX_OVERDUE_MAX,146.32930002212524,10.7
BUREAU_LAST6M_STATUS_12345_MEAN,130.7971769809723,8.8
INS_48M_SK_DPD_SUM,124.4260892868042,8.0
INS_12M_SK_DPD_MAX,120.8575276374817,7.9
LIVE_REGION_NOT_WORK_REGION,98.04845609664918,6.0
BUREAU_MORTGAGE_AMT_CREDIT_MAX_OVERDUE_MEAN,92.80665979385375,6.5
PREV_NAME_CLIENT_TYPE_XNA_MEAN,70.9998701095581,4.5
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,70.44966402053834,3.8
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,57.96873016357422,3.3
AMT_REQ_CREDIT_BUREAU_HOUR,53.88067960739136,2.9
INS_24M_SK_DPD_MAX,53.420309734344485,3.4
BUREAU_LAST6M_AMT_CREDIT_SUM_OVERDUE_MEAN,50.79454879760742,2.9
BUREAU_MORTGAGE_AMT_CREDIT_MAX_OVERDUE_MAX,33.22339000701904,2.1
INS_48M_SK_DPD_MAX,32.657322311401366,2.2
POS_NAME_CONTRACT_STATUS_Demand_MEAN,23.024713039398193,1.7
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,18.543230247497558,1.1
BUREAU_MICROLOAN_AMT_CREDIT_MAX_OVERDUE_MEAN,7.708080101013183,0.5
CC_LATE_PAYMENT_MAX,7.062769889831543,0.4
BUREAU_MICROLOAN_AMT_CREDIT_MAX_OVERDUE_MAX,4.115329933166504,0.3
APPROVED_DAYS_FIRST_DRAWING_MAX,4.032279968261719,0.3
PREV_CHANNEL_TYPE_Car_dealer_MEAN,1.1894499778747558,0.1
